invoice_id,date,time,city,product,category,quantity,unit_price,cogs,vat,total,payment_method,gender,customer_type
M-200372,24/02/26,10:30,Mixquiahuala de Juárez,Galletas,Snacks,3,26.53,79.59,12.73,92.32,Tarjeta débito,Female,Member
M-200372,24/02/26,10:30,Mixquiahuala de Juárez,Yogurt,Lácteos,3,17.08,51.24,8.2,59.44,Tarjeta débito,Female,Member
M-200372,24/02/26,10:30,Mixquiahuala de Juárez,Galletas,Snacks,4,28.07,112.28,17.96,130.24,Tarjeta débito,Female,Member
M-200372,24/02/26,10:30,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,17.95,17.95,2.87,20.82,Tarjeta débito,Female,Member
M-200372,24/02/26,10:30,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,63.94,63.94,10.23,74.17,Tarjeta débito,Female,Member
M-200373,11/01/26,15:28,Mixquiahuala de Juárez,Refresco,Bebidas,1,20.67,20.67,3.31,23.98,Efectivo,Male,Normal
M-200373,11/01/26,15:28,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,59.13,59.13,9.46,68.59,Efectivo,Male,Normal
M-200373,11/01/26,15:28,Mixquiahuala de Juárez,Pan dulce,Panadería,2,16.08,32.16,5.15,37.31,Efectivo,Male,Normal
M-200373,11/01/26,15:28,Mixquiahuala de Juárez,Pan dulce,Panadería,2,16.43,32.86,5.26,38.12,Efectivo,Male,Normal
M-200373,11/01/26,15:28,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,66.47,265.88,42.54,308.42,Efectivo,Male,Normal
M-200374,19/03/26,19:33,Mixquiahuala de Juárez,Sabritas,Snacks,1,21.86,21.86,3.5,25.36,Tarjeta débito,Female,Normal
M-200374,19/03/26,19:33,Mixquiahuala de Juárez,Sabritas,Snacks,2,21.79,43.58,6.97,50.55,Tarjeta débito,Female,Normal
M-200374,19/03/26,19:33,Mixquiahuala de Juárez,Refresco,Bebidas,1,20.25,20.25,3.24,23.49,Tarjeta débito,Female,Normal
M-200374,19/03/26,19:33,Mixquiahuala de Juárez,Sabritas,Snacks,4,23.01,92.04,14.73,106.77,Tarjeta débito,Female,Normal
M-200374,19/03/26,19:33,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,17.28,69.12,11.06,80.18,Tarjeta débito,Female,Normal
M-200375,11/03/26,9:25,Mixquiahuala de Juárez,Cerveza,Bebidas,4,26.97,107.88,17.26,125.14,Tarjeta crédito,Female,Member
M-200375,11/03/26,9:25,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,60.29,180.87,28.94,209.81,Tarjeta crédito,Female,Member
M-200375,11/03/26,9:25,Mixquiahuala de Juárez,Sabritas,Snacks,2,23,46,7.36,53.36,Tarjeta crédito,Female,Member
M-200376,31/03/26,12:20,Mixquiahuala de Juárez,Pan dulce,Panadería,1,14.62,14.62,2.34,16.96,Efectivo,Male,Member
M-200376,31/03/26,12:20,Mixquiahuala de Juárez,Sabritas,Snacks,2,23.48,46.96,7.51,54.47,Efectivo,Male,Member
M-200376,31/03/26,12:20,Mixquiahuala de Juárez,Refresco,Bebidas,2,19.92,39.84,6.37,46.21,Efectivo,Male,Member
M-200376,31/03/26,12:20,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,16.61,16.61,2.66,19.27,Efectivo,Male,Member
M-200376,31/03/26,12:20,Mixquiahuala de Juárez,Galletas,Snacks,4,29.7,118.8,19.01,137.81,Efectivo,Male,Member
M-200377,17/03/26,16:50,Mixquiahuala de Juárez,Refresco,Bebidas,1,21.27,21.27,3.4,24.67,Efectivo,Male,Normal
M-200377,17/03/26,16:50,Mixquiahuala de Juárez,Frijol,Abarrotes,2,30.53,61.06,9.77,70.83,Efectivo,Male,Normal
M-200377,17/03/26,16:50,Mixquiahuala de Juárez,Tortillas,Abarrotes,2,16.49,32.98,5.28,38.26,Efectivo,Male,Normal
M-200377,17/03/26,16:50,Mixquiahuala de Juárez,Pan dulce,Panadería,2,13.6,27.2,4.35,31.55,Efectivo,Male,Normal
M-200378,23/02/26,15:49,Mixquiahuala de Juárez,Arroz,Abarrotes,1,31.72,31.72,5.08,36.8,Tarjeta débito,Male,Normal
M-200378,23/02/26,15:49,Mixquiahuala de Juárez,Leche,Lácteos,1,20.27,20.27,3.24,23.51,Tarjeta débito,Male,Normal
M-200378,23/02/26,15:49,Mixquiahuala de Juárez,Galletas,Snacks,2,25.69,51.38,8.22,59.6,Tarjeta débito,Male,Normal
M-200379,15/03/26,20:44,Mixquiahuala de Juárez,Frijol,Abarrotes,4,29.43,117.72,18.84,136.56,Efectivo,Male,Member
M-200379,15/03/26,20:44,Mixquiahuala de Juárez,Queso,Lácteos,2,60.08,120.16,19.23,139.39,Efectivo,Male,Member
M-200379,15/03/26,20:44,Mixquiahuala de Juárez,Yogurt,Lácteos,3,16.43,49.29,7.89,57.18,Efectivo,Male,Member
M-200379,15/03/26,20:44,Mixquiahuala de Juárez,Sabritas,Snacks,2,20.84,41.68,6.67,48.35,Efectivo,Male,Member
M-200379,15/03/26,20:44,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,67.82,203.46,32.55,236.01,Efectivo,Male,Member
M-200380,16/02/26,14:11,Mixquiahuala de Juárez,Tortillas,Abarrotes,2,18.54,37.08,5.93,43.01,Tarjeta crédito,Female,Normal
M-200380,16/02/26,14:11,Mixquiahuala de Juárez,Arroz,Abarrotes,1,29.06,29.06,4.65,33.71,Tarjeta crédito,Female,Normal
M-200380,16/02/26,14:11,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,18.22,18.22,2.92,21.14,Tarjeta crédito,Female,Normal
M-200380,16/02/26,14:11,Mixquiahuala de Juárez,Queso,Lácteos,1,56.39,56.39,9.02,65.41,Tarjeta crédito,Female,Normal
M-200381,04/03/26,19:07,Mixquiahuala de Juárez,Detergente,Limpieza,3,78.62,235.86,37.74,273.6,Efectivo,Female,Normal
M-200381,04/03/26,19:07,Mixquiahuala de Juárez,Refresco,Bebidas,2,21.21,42.42,6.79,49.21,Efectivo,Female,Normal
M-200381,04/03/26,19:07,Mixquiahuala de Juárez,Cerveza,Bebidas,2,29.4,58.8,9.41,68.21,Efectivo,Female,Normal
M-200382,29/01/26,13:25,Mixquiahuala de Juárez,Yogurt,Lácteos,3,18.21,54.63,8.74,63.37,Tarjeta débito,Male,Member
M-200382,29/01/26,13:25,Mixquiahuala de Juárez,Yogurt,Lácteos,1,15.62,15.62,2.5,18.12,Tarjeta débito,Male,Member
M-200382,29/01/26,13:25,Mixquiahuala de Juárez,Frijol,Abarrotes,3,32.53,97.59,15.61,113.2,Tarjeta débito,Male,Member
M-200382,29/01/26,13:25,Mixquiahuala de Juárez,Cerveza,Bebidas,1,29.28,29.28,4.68,33.96,Tarjeta débito,Male,Member
M-200382,29/01/26,13:25,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,58.72,58.72,9.4,68.12,Tarjeta débito,Male,Member
M-200383,16/03/26,18:23,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,18.39,73.56,11.77,85.33,Efectivo,Male,Normal
M-200383,16/03/26,18:23,Mixquiahuala de Juárez,Leche,Lácteos,2,21.38,42.76,6.84,49.6,Efectivo,Male,Normal
M-200383,16/03/26,18:23,Mixquiahuala de Juárez,Queso,Lácteos,1,59.22,59.22,9.48,68.7,Efectivo,Male,Normal
M-200383,16/03/26,18:23,Mixquiahuala de Juárez,Yogurt,Lácteos,3,18.12,54.36,8.7,63.06,Efectivo,Male,Normal
M-200383,16/03/26,18:23,Mixquiahuala de Juárez,Arroz,Abarrotes,1,28.51,28.51,4.56,33.07,Efectivo,Male,Normal
M-200384,09/01/26,19:43,Mixquiahuala de Juárez,Refresco,Bebidas,2,21.18,42.36,6.78,49.14,Efectivo,Female,Member
M-200384,09/01/26,19:43,Mixquiahuala de Juárez,Yogurt,Lácteos,1,15.76,15.76,2.52,18.28,Efectivo,Female,Member
M-200384,09/01/26,19:43,Mixquiahuala de Juárez,Cerveza,Bebidas,2,29.58,59.16,9.47,68.63,Efectivo,Female,Member
M-200384,09/01/26,19:43,Mixquiahuala de Juárez,Cerveza,Bebidas,3,29.04,87.12,13.94,101.06,Efectivo,Female,Member
M-200385,20/02/26,15:48,Mixquiahuala de Juárez,Yogurt,Lácteos,4,18.11,72.44,11.59,84.03,Tarjeta débito,Female,Normal
M-200385,20/02/26,15:48,Mixquiahuala de Juárez,Pan dulce,Panadería,4,15.07,60.28,9.64,69.92,Tarjeta débito,Female,Normal
M-200385,20/02/26,15:48,Mixquiahuala de Juárez,Sabritas,Snacks,1,23.2,23.2,3.71,26.91,Tarjeta débito,Female,Normal
M-200385,20/02/26,15:48,Mixquiahuala de Juárez,Sabritas,Snacks,3,23.02,69.06,11.05,80.11,Tarjeta débito,Female,Normal
M-200385,20/02/26,15:48,Mixquiahuala de Juárez,Papel higiénico,Limpieza,2,59.25,118.5,18.96,137.46,Tarjeta débito,Female,Normal
M-200386,27/03/26,17:06,Mixquiahuala de Juárez,Detergente,Limpieza,4,80.24,320.96,51.35,372.31,Tarjeta débito,Female,Normal
M-200386,27/03/26,17:06,Mixquiahuala de Juárez,Frijol,Abarrotes,3,32.39,97.17,15.55,112.72,Tarjeta débito,Female,Normal
M-200386,27/03/26,17:06,Mixquiahuala de Juárez,Queso,Lácteos,1,59.43,59.43,9.51,68.94,Tarjeta débito,Female,Normal
M-200387,12/02/26,16:33,Mixquiahuala de Juárez,Yogurt,Lácteos,1,17.17,17.17,2.75,19.92,Tarjeta débito,Male,Member
M-200387,12/02/26,16:33,Mixquiahuala de Juárez,Yogurt,Lácteos,2,18.36,36.72,5.88,42.6,Tarjeta débito,Male,Member
M-200387,12/02/26,16:33,Mixquiahuala de Juárez,Detergente,Limpieza,2,75.83,151.66,24.27,175.93,Tarjeta débito,Male,Member
M-200387,12/02/26,16:33,Mixquiahuala de Juárez,Sabritas,Snacks,2,21.7,43.4,6.94,50.34,Tarjeta débito,Male,Member
M-200387,12/02/26,16:33,Mixquiahuala de Juárez,Leche,Lácteos,4,22.12,88.48,14.16,102.64,Tarjeta débito,Male,Member
M-200388,31/03/26,17:18,Mixquiahuala de Juárez,Tortillas,Abarrotes,3,17.46,52.38,8.38,60.76,Efectivo,Male,Member
M-200388,31/03/26,17:18,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,62.92,251.68,40.27,291.95,Efectivo,Male,Member
M-200388,31/03/26,17:18,Mixquiahuala de Juárez,Detergente,Limpieza,3,74.58,223.74,35.8,259.54,Efectivo,Male,Member
M-200389,12/03/26,9:30,Mixquiahuala de Juárez,Queso,Lácteos,4,51.4,205.6,32.9,238.5,Tarjeta crédito,Female,Normal
M-200389,12/03/26,9:30,Mixquiahuala de Juárez,Refresco,Bebidas,1,21.4,21.4,3.42,24.82,Tarjeta crédito,Female,Normal
M-200389,12/03/26,9:30,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,18.86,18.86,3.02,21.88,Tarjeta crédito,Female,Normal
M-200389,12/03/26,9:30,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,64.23,64.23,10.28,74.51,Tarjeta crédito,Female,Normal
M-200390,03/03/26,20:15,Mixquiahuala de Juárez,Frijol,Abarrotes,2,33.77,67.54,10.81,78.35,Tarjeta débito,Female,Normal
M-200390,03/03/26,20:15,Mixquiahuala de Juárez,Arroz,Abarrotes,1,27.9,27.9,4.46,32.36,Tarjeta débito,Female,Normal
M-200390,03/03/26,20:15,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,61.22,244.88,39.18,284.06,Tarjeta débito,Female,Normal
M-200390,03/03/26,20:15,Mixquiahuala de Juárez,Tortillas,Abarrotes,3,18.32,54.96,8.79,63.75,Tarjeta débito,Female,Normal
M-200391,27/03/26,19:30,Mixquiahuala de Juárez,Cerveza,Bebidas,4,25.78,103.12,16.5,119.62,Tarjeta crédito,Male,Normal
M-200391,27/03/26,19:30,Mixquiahuala de Juárez,Refresco,Bebidas,3,20.68,62.04,9.93,71.97,Tarjeta crédito,Male,Normal
M-200391,27/03/26,19:30,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,62.67,188.01,30.08,218.09,Tarjeta crédito,Male,Normal
M-200392,01/02/26,16:12,Mixquiahuala de Juárez,Pan dulce,Panadería,1,16.18,16.18,2.59,18.77,Efectivo,Female,Member
M-200392,01/02/26,16:12,Mixquiahuala de Juárez,Cerveza,Bebidas,4,28.72,114.88,18.38,133.26,Efectivo,Female,Member
M-200392,01/02/26,16:12,Mixquiahuala de Juárez,Refresco,Bebidas,1,19.77,19.77,3.16,22.93,Efectivo,Female,Member
M-200393,01/01/26,10:21,Mixquiahuala de Juárez,Pan dulce,Panadería,3,15.13,45.39,7.26,52.65,Tarjeta crédito,Female,Member
M-200393,01/01/26,10:21,Mixquiahuala de Juárez,Queso,Lácteos,3,52.01,156.03,24.96,180.99,Tarjeta crédito,Female,Member
M-200393,01/01/26,10:21,Mixquiahuala de Juárez,Yogurt,Lácteos,1,15.42,15.42,2.47,17.89,Tarjeta crédito,Female,Member
M-200393,01/01/26,10:21,Mixquiahuala de Juárez,Galletas,Snacks,1,24.6,24.6,3.94,28.54,Tarjeta crédito,Female,Member
M-200394,05/03/26,15:55,Mixquiahuala de Juárez,Leche,Lácteos,4,21.56,86.24,13.8,100.04,Tarjeta débito,Female,Normal
M-200394,05/03/26,15:55,Mixquiahuala de Juárez,Sabritas,Snacks,1,23.53,23.53,3.76,27.29,Tarjeta débito,Female,Normal
M-200394,05/03/26,15:55,Mixquiahuala de Juárez,Queso,Lácteos,4,57.1,228.4,36.54,264.94,Tarjeta débito,Female,Normal
M-200395,13/02/26,20:11,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,18.52,18.52,2.96,21.48,Tarjeta débito,Male,Normal
M-200395,13/02/26,20:11,Mixquiahuala de Juárez,Arroz,Abarrotes,4,32.72,130.88,20.94,151.82,Tarjeta débito,Male,Normal
M-200395,13/02/26,20:11,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,19.42,77.68,12.43,90.11,Tarjeta débito,Male,Normal
M-200395,13/02/26,20:11,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,64.07,192.21,30.75,222.96,Tarjeta débito,Male,Normal
M-200395,13/02/26,20:11,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,18.88,75.52,12.08,87.6,Tarjeta débito,Male,Normal
M-200396,01/02/26,17:09,Mixquiahuala de Juárez,Galletas,Snacks,2,27.02,54.04,8.65,62.69,Efectivo,Male,Member
M-200396,01/02/26,17:09,Mixquiahuala de Juárez,Cerveza,Bebidas,3,29.1,87.3,13.97,101.27,Efectivo,Male,Member
M-200396,01/02/26,17:09,Mixquiahuala de Juárez,Queso,Lácteos,1,54.4,54.4,8.7,63.1,Efectivo,Male,Member
M-200396,01/02/26,17:09,Mixquiahuala de Juárez,Refresco,Bebidas,2,20.31,40.62,6.5,47.12,Efectivo,Male,Member
M-200397,09/01/26,14:53,Mixquiahuala de Juárez,Sabritas,Snacks,1,20.52,20.52,3.28,23.8,Efectivo,Male,Normal
M-200397,09/01/26,14:53,Mixquiahuala de Juárez,Pan dulce,Panadería,4,15.73,62.92,10.07,72.99,Efectivo,Male,Normal
M-200397,09/01/26,14:53,Mixquiahuala de Juárez,Cerveza,Bebidas,4,25.47,101.88,16.3,118.18,Efectivo,Male,Normal
M-200397,09/01/26,14:53,Mixquiahuala de Juárez,Cerveza,Bebidas,4,25.54,102.16,16.35,118.51,Efectivo,Male,Normal
M-200398,06/02/26,20:51,Mixquiahuala de Juárez,Refresco,Bebidas,3,20.2,60.6,9.7,70.3,Efectivo,Female,Member
M-200398,06/02/26,20:51,Mixquiahuala de Juárez,Pan dulce,Panadería,1,15.43,15.43,2.47,17.9,Efectivo,Female,Member
M-200398,06/02/26,20:51,Mixquiahuala de Juárez,Frijol,Abarrotes,2,30.66,61.32,9.81,71.13,Efectivo,Female,Member
M-200399,01/02/26,12:26,Mixquiahuala de Juárez,Arroz,Abarrotes,4,32.39,129.56,20.73,150.29,Tarjeta débito,Male,Member
M-200399,01/02/26,12:26,Mixquiahuala de Juárez,Detergente,Limpieza,4,80.01,320.04,51.21,371.25,Tarjeta débito,Male,Member
M-200399,01/02/26,12:26,Mixquiahuala de Juárez,Cerveza,Bebidas,1,25.92,25.92,4.15,30.07,Tarjeta débito,Male,Member
M-200400,27/01/26,18:41,Mixquiahuala de Juárez,Detergente,Limpieza,1,86.33,86.33,13.81,100.14,Tarjeta crédito,Male,Normal
M-200400,27/01/26,18:41,Mixquiahuala de Juárez,Cerveza,Bebidas,2,28.4,56.8,9.09,65.89,Tarjeta crédito,Male,Normal
M-200400,27/01/26,18:41,Mixquiahuala de Juárez,Frijol,Abarrotes,3,33.2,99.6,15.94,115.54,Tarjeta crédito,Male,Normal
M-200401,17/01/26,11:59,Mixquiahuala de Juárez,Cerveza,Bebidas,4,27.22,108.88,17.42,126.3,Tarjeta débito,Male,Normal
M-200401,17/01/26,11:59,Mixquiahuala de Juárez,Galletas,Snacks,2,28.92,57.84,9.25,67.09,Tarjeta débito,Male,Normal
M-200401,17/01/26,11:59,Mixquiahuala de Juárez,Galletas,Snacks,4,27.66,110.64,17.7,128.34,Tarjeta débito,Male,Normal
M-200402,05/02/26,17:15,Mixquiahuala de Juárez,Papel higiénico,Limpieza,1,66.48,66.48,10.64,77.12,Tarjeta crédito,Male,Normal
M-200402,05/02/26,17:15,Mixquiahuala de Juárez,Arroz,Abarrotes,2,29.03,58.06,9.29,67.35,Tarjeta crédito,Male,Normal
M-200402,05/02/26,17:15,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,19.53,78.12,12.5,90.62,Tarjeta crédito,Male,Normal
M-200402,05/02/26,17:15,Mixquiahuala de Juárez,Leche,Lácteos,1,24.06,24.06,3.85,27.91,Tarjeta crédito,Male,Normal
M-200403,06/02/26,9:09,Mixquiahuala de Juárez,Frijol,Abarrotes,1,33.05,33.05,5.29,38.34,Efectivo,Male,Member
M-200403,06/02/26,9:09,Mixquiahuala de Juárez,Detergente,Limpieza,2,72.37,144.74,23.16,167.9,Efectivo,Male,Member
M-200403,06/02/26,9:09,Mixquiahuala de Juárez,Queso,Lácteos,1,58.37,58.37,9.34,67.71,Efectivo,Male,Member
M-200403,06/02/26,9:09,Mixquiahuala de Juárez,Queso,Lácteos,1,54.94,54.94,8.79,63.73,Efectivo,Male,Member
M-200403,06/02/26,9:09,Mixquiahuala de Juárez,Queso,Lácteos,1,60.21,60.21,9.63,69.84,Efectivo,Male,Member
M-200404,28/03/26,16:44,Mixquiahuala de Juárez,Galletas,Snacks,2,25.68,51.36,8.22,59.58,Efectivo,Female,Member
M-200404,28/03/26,16:44,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,59.53,238.12,38.1,276.22,Efectivo,Female,Member
M-200404,28/03/26,16:44,Mixquiahuala de Juárez,Queso,Lácteos,3,58.77,176.31,28.21,204.52,Efectivo,Female,Member
M-200404,28/03/26,16:44,Mixquiahuala de Juárez,Queso,Lácteos,2,55.02,110.04,17.61,127.65,Efectivo,Female,Member
M-200405,09/03/26,18:45,Mixquiahuala de Juárez,Arroz,Abarrotes,4,29.14,116.56,18.65,135.21,Efectivo,Female,Member
M-200405,09/03/26,18:45,Mixquiahuala de Juárez,Detergente,Limpieza,1,78.91,78.91,12.63,91.54,Efectivo,Female,Member
M-200405,09/03/26,18:45,Mixquiahuala de Juárez,Tortillas,Abarrotes,2,19.59,39.18,6.27,45.45,Efectivo,Female,Member
M-200405,09/03/26,18:45,Mixquiahuala de Juárez,Yogurt,Lácteos,3,15.45,46.35,7.42,53.77,Efectivo,Female,Member
M-200406,23/03/26,12:07,Mixquiahuala de Juárez,Sabritas,Snacks,3,22.18,66.54,10.65,77.19,Tarjeta débito,Male,Member
M-200406,23/03/26,12:07,Mixquiahuala de Juárez,Refresco,Bebidas,1,18.9,18.9,3.02,21.92,Tarjeta débito,Male,Member
M-200406,23/03/26,12:07,Mixquiahuala de Juárez,Sabritas,Snacks,2,23.49,46.98,7.52,54.5,Tarjeta débito,Male,Member
M-200406,23/03/26,12:07,Mixquiahuala de Juárez,Cerveza,Bebidas,1,28.45,28.45,4.55,33,Tarjeta débito,Male,Member
M-200406,23/03/26,12:07,Mixquiahuala de Juárez,Queso,Lácteos,2,54.92,109.84,17.57,127.41,Tarjeta débito,Male,Member
M-200407,24/03/26,17:08,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,18.38,73.52,11.76,85.28,Efectivo,Male,Normal
M-200407,24/03/26,17:08,Mixquiahuala de Juárez,Queso,Lácteos,1,53.18,53.18,8.51,61.69,Efectivo,Male,Normal
M-200407,24/03/26,17:08,Mixquiahuala de Juárez,Queso,Lácteos,4,58.35,233.4,37.34,270.74,Efectivo,Male,Normal
M-200408,20/02/26,19:55,Mixquiahuala de Juárez,Leche,Lácteos,1,22.4,22.4,3.58,25.98,Efectivo,Male,Member
M-200408,20/02/26,19:55,Mixquiahuala de Juárez,Galletas,Snacks,4,28.89,115.56,18.49,134.05,Efectivo,Male,Member
M-200408,20/02/26,19:55,Mixquiahuala de Juárez,Papel higiénico,Limpieza,2,66.18,132.36,21.18,153.54,Efectivo,Male,Member
M-200409,14/02/26,12:52,Mixquiahuala de Juárez,Tortillas,Abarrotes,3,16.82,50.46,8.07,58.53,Efectivo,Female,Normal
M-200409,14/02/26,12:52,Mixquiahuala de Juárez,Refresco,Bebidas,1,21.07,21.07,3.37,24.44,Efectivo,Female,Normal
M-200409,14/02/26,12:52,Mixquiahuala de Juárez,Tortillas,Abarrotes,1,19.3,19.3,3.09,22.39,Efectivo,Female,Normal
M-200409,14/02/26,12:52,Mixquiahuala de Juárez,Queso,Lácteos,2,58.07,116.14,18.58,134.72,Efectivo,Female,Normal
M-200410,03/02/26,17:13,Mixquiahuala de Juárez,Tortillas,Abarrotes,2,17.82,35.64,5.7,41.34,Tarjeta crédito,Female,Member
M-200410,03/02/26,17:13,Mixquiahuala de Juárez,Pan dulce,Panadería,4,15.5,62,9.92,71.92,Tarjeta crédito,Female,Member
M-200410,03/02/26,17:13,Mixquiahuala de Juárez,Arroz,Abarrotes,1,31.64,31.64,5.06,36.7,Tarjeta crédito,Female,Member
M-200411,10/01/26,14:41,Mixquiahuala de Juárez,Sabritas,Snacks,3,21.08,63.24,10.12,73.36,Efectivo,Female,Member
M-200411,10/01/26,14:41,Mixquiahuala de Juárez,Refresco,Bebidas,1,18.51,18.51,2.96,21.47,Efectivo,Female,Member
M-200411,10/01/26,14:41,Mixquiahuala de Juárez,Papel higiénico,Limpieza,3,70.97,212.91,34.07,246.98,Efectivo,Female,Member
M-200411,10/01/26,14:41,Mixquiahuala de Juárez,Cerveza,Bebidas,2,30.44,60.88,9.74,70.62,Efectivo,Female,Member
M-200412,23/03/26,19:32,Mixquiahuala de Juárez,Pan dulce,Panadería,2,15.55,31.1,4.98,36.08,Tarjeta débito,Male,Normal
M-200412,23/03/26,19:32,Mixquiahuala de Juárez,Leche,Lácteos,3,22.39,67.17,10.75,77.92,Tarjeta débito,Male,Normal
M-200412,23/03/26,19:32,Mixquiahuala de Juárez,Arroz,Abarrotes,2,32.78,65.56,10.49,76.05,Tarjeta débito,Male,Normal
M-200412,23/03/26,19:32,Mixquiahuala de Juárez,Arroz,Abarrotes,4,31.67,126.68,20.27,146.95,Tarjeta débito,Male,Normal
M-200413,27/01/26,12:45,Mixquiahuala de Juárez,Queso,Lácteos,2,54.31,108.62,17.38,126,Efectivo,Female,Member
M-200413,27/01/26,12:45,Mixquiahuala de Juárez,Refresco,Bebidas,2,21.49,42.98,6.88,49.86,Efectivo,Female,Member
M-200413,27/01/26,12:45,Mixquiahuala de Juárez,Tortillas,Abarrotes,2,19.2,38.4,6.14,44.54,Efectivo,Female,Member
M-200414,29/01/26,17:42,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,65.58,262.32,41.97,304.29,Efectivo,Female,Normal
M-200414,29/01/26,17:42,Mixquiahuala de Juárez,Queso,Lácteos,1,53.36,53.36,8.54,61.9,Efectivo,Female,Normal
M-200414,29/01/26,17:42,Mixquiahuala de Juárez,Galletas,Snacks,1,26.26,26.26,4.2,30.46,Efectivo,Female,Normal
M-200415,07/02/26,15:54,Mixquiahuala de Juárez,Sabritas,Snacks,3,22.22,66.66,10.67,77.33,Efectivo,Female,Normal
M-200415,07/02/26,15:54,Mixquiahuala de Juárez,Sabritas,Snacks,2,23.64,47.28,7.56,54.84,Efectivo,Female,Normal
M-200415,07/02/26,15:54,Mixquiahuala de Juárez,Cerveza,Bebidas,1,27.57,27.57,4.41,31.98,Efectivo,Female,Normal
M-200416,26/02/26,12:07,Mixquiahuala de Juárez,Yogurt,Lácteos,2,15.67,31.34,5.01,36.35,Efectivo,Male,Member
M-200416,26/02/26,12:07,Mixquiahuala de Juárez,Pan dulce,Panadería,1,14.48,14.48,2.32,16.8,Efectivo,Male,Member
M-200416,26/02/26,12:07,Mixquiahuala de Juárez,Pan dulce,Panadería,1,13.53,13.53,2.16,15.69,Efectivo,Male,Member
M-200417,16/02/26,12:14,Mixquiahuala de Juárez,Arroz,Abarrotes,1,32.27,32.27,5.16,37.43,Tarjeta débito,Female,Member
M-200417,16/02/26,12:14,Mixquiahuala de Juárez,Galletas,Snacks,2,25.63,51.26,8.2,59.46,Tarjeta débito,Female,Member
M-200417,16/02/26,12:14,Mixquiahuala de Juárez,Tortillas,Abarrotes,4,19.65,78.6,12.58,91.18,Tarjeta débito,Female,Member
M-200418,11/02/26,17:49,Mixquiahuala de Juárez,Papel higiénico,Limpieza,4,63.43,253.72,40.6,294.32,Efectivo,Male,Member
M-200418,11/02/26,17:49,Mixquiahuala de Juárez,Papel higiénico,Limpieza,2,65.43,130.86,20.94,151.8,Efectivo,Male,Member
M-200418,11/02/26,17:49,Mixquiahuala de Juárez,Galletas,Snacks,2,28.41,56.82,9.09,65.91,Efectivo,Male,Member
M-200418,11/02/26,17:49,Mixquiahuala de Juárez,Cerveza,Bebidas,2,25.43,50.86,8.14,59,Efectivo,Male,Member
M-200418,11/02/26,17:49,Mixquiahuala de Juárez,Cerveza,Bebidas,3,27.5,82.5,13.2,95.7,Efectivo,Male,Member
M-200419,20/02/26,16:04,Mixquiahuala de Juárez,Leche,Lácteos,1,21.56,21.56,3.45,25.01,Efectivo,Female,Normal
M-200419,20/02/26,16:04,Mixquiahuala de Juárez,Refresco,Bebidas,3,18.15,54.45,8.71,63.16,Efectivo,Female,Normal
M-200419,20/02/26,16:04,Mixquiahuala de Juárez,Yogurt,Lácteos,2,17.68,35.36,5.66,41.02,Efectivo,Female,Normal
M-200420,13/01/26,16:44,Mixquiahuala de Juárez,Leche,Lácteos,2,23.14,46.28,7.4,53.68,Tarjeta crédito,Female,Normal
M-200420,13/01/26,16:44,Mixquiahuala de Juárez,Sabritas,Snacks,1,22.42,22.42,3.59,26.01,Tarjeta crédito,Female,Normal
M-200420,13/01/26,16:44,Mixquiahuala de Juárez,Cerveza,Bebidas,2,27.59,55.18,8.83,64.01,Tarjeta crédito,Female,Normal
M-200420,13/01/26,16:44,Mixquiahuala de Juárez,Frijol,Abarrotes,2,30.05,60.1,9.62,69.72,Tarjeta crédito,Female,Normal
M-200420,13/01/26,16:44,Mixquiahuala de Juárez,Leche,Lácteos,1,20.65,20.65,3.3,23.95,Tarjeta crédito,Female,Normal
M-200421,23/02/26,13:22,Mixquiahuala de Juárez,Frijol,Abarrotes,3,33.09,99.27,15.88,115.15,Tarjeta débito,Male,Member
M-200421,23/02/26,13:22,Mixquiahuala de Juárez,Detergente,Limpieza,3,79.78,239.34,38.29,277.63,Tarjeta débito,Male,Member
